Report Period,Business Unit,Department Name,Procurement Transaction ID,Campaign Name,Creation Date,Contract Start,Contract End,Sub or Prime Contractor,FI$Cal Supplier Name,FI$Cal Supplier ID,Supplier Paid,Contract Amount Reported,DIGITAL : LATINX,IN-PERSON MEETINGS : AFRICAN AMERICAN,IN-PERSON MEETINGS : ASIAN-PACIFIC ISLANDER,IN-PERSON MEETINGS : GENERAL PUBLIC,IN-PERSON MEETINGS : INDIGENOUS,IN-PERSON MEETINGS : LATINX,IN-PERSON MEETINGS : LGBTQIA,INTERNET : AFRICAN AMERICAN,INTERNET : ASIAN-PACIFIC ISLANDER,INTERNET : DEAF AND DISABLED COMMUNITY,INTERNET : GENERAL PUBLIC,INTERNET : INDIGENOUS,INTERNET : LATINX,INTERNET : LGBTQIA,INTERNET : MIDDLE EASTERN,INTERNET : NON-SPECIFIED COMMUNITY TYPE,NEWSPAPER : AFRICAN AMERICAN,NEWSPAPER : ASIAN-PACIFIC ISLANDER,NEWSPAPER : DEAF AND DISABLED COMMUNITY,NEWSPAPER : GENERAL PUBLIC,NEWSPAPER : INDIGENOUS,NEWSPAPER : LATINX,NEWSPAPER : LGBTQIA,NEWSPAPER : MIDDLE EASTERN,NON-SPECIFIED MEDIA TYPE : AFRICAN AMERICAN,NON-SPECIFIED MEDIA TYPE : DEAF AND DISABLED COMMUNITY,PRINT : AFRICAN AMERICAN,PRINT : ASIAN-PACIFIC ISLANDER,PRINT : DEAF AND DISABLED COMMUNITY,PRINT : GENERAL PUBLIC,PRINT : LATINX,PRINT : LGBTQIA,PRINT : MIDDLE EASTERN,RADIO : AFRICAN AMERICAN,RADIO : ASIAN-PACIFIC ISLANDER,RADIO : DEAF AND DISABLED COMMUNITY,RADIO : GENERAL PUBLIC,RADIO : INDIGENOUS,RADIO : LATINX,RADIO : LGBTQIA,RADIO : MIDDLE EASTERN,SOCIAL MEDIA : LATINX,SPONSORSHIP : DEAF AND DISABLED COMMUNITY,SPONSORSHIP : LATINX,TELEVISION : AFRICAN AMERICAN,TELEVISION : ASIAN-PACIFIC ISLANDER,TELEVISION : DEAF AND DISABLED COMMUNITY,TELEVISION : GENERAL PUBLIC,TELEVISION : INDIGENOUS,TELEVISION : LATINX
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000031,Unknown,,4/7/2022,4/7/2022,PRIME,CCRR PUBLISHING CO INC,0000071166,$255.00,$255.00,,,,,,,,,,,,,,,,,,,,,,$255.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000033,Unknown,,4/20/2022,4/20/2022,PRIME,DAILY JOURNAL CORPORATION,0000066676,$704.12,$704.12,,,,,,,,,,,,,,,,,,,,$704.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000034,Unknown,,6/17/2022,6/17/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,BID0034271,"$1,945.00","$1,945.00",,,,,,,,,,,,,,,,,,,,"$1,945.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000035,Unknown,,6/17/2022,6/17/2022,PRIME,DAILY JOURNAL CORPORATION,0000195210,$550.00,$550.00,,,,,,,,,,,,,,,,,,,,,,$550.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000036,Unknown,,4/6/2022,4/6/2022,PRIME,NGUOI VIET NEWS INC,0000089567,"$1,008.00","$1,008.00",,,,,,,,,,,,,,,,,,"$1,008.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000037,Unknown,,4/6/2022,4/6/2022,PRIME,SING TAO NEWSPAPERS(S.F.) LTD,0000163001,$545.74,$545.74,,,,,,,,,,,,,,,,,,$545.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000038,Unknown,,4/6/2022,4/6/2022,PRIME,C&S PUBLISHING,0000090001,$544.00,$544.00,,,,,,,,,,,,,,,,,,,,$544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000039,Unknown,,4/6/2022,4/6/2022,PRIME,EL OBSERVADOR PUBLICATIONS INC,0000054879,$672.00,$672.00,,,,,,,,,,,,,,,,,,,,,,$672.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000040,Unknown,,4/6/2022,4/6/2022,PRIME,EL POPULAR INC,0000183542,$472.00,$472.00,,,,,,,,,,,,,,,,,,,,,,$472.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000041,Unknown,,4/6/2022,4/6/2022,PRIME,SUN NEWSPAPER INC,0000010448,$323.75,$323.75,,,,,,,,,,,,,,,,,,,,$323.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000042,Unknown,,4/6/2022,4/6/2022,PRIME,SULLIVAN COMMUNICATIONS INC,0000004452,$450.00,$450.00,,,,,,,,,,,,,,,,,,,,$450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000043,Unknown,,4/6/2022,4/6/2022,PRIME,RJ MEDIA,0000058639,$698.00,$698.00,,,,,,,,,,,,,,,,,,,,$698.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000044,Unknown,,4/6/2022,4/6/2022,PRIME,JOONG ANG DAILY NEWS CALIF INC,0000005063,"$1,228.00","$1,228.00",,,,,,,,,,,,,,,,,,"$1,228.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000045,Unknown,,4/7/2022,4/7/2022,PRIME,LOS ANGELES SENTINEL INC,0000144703,"$2,420.00","$2,420.00",,,,,,,,,,,,,,,,,,,,"$2,420.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000046,Unknown,,4/7/2022,4/7/2022,PRIME,CBJ LP,0000183519,"$1,600.00","$1,600.00",,,,,,,,,,,,,,,,,,,,"$1,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000047,Unknown,,4/14/2022,4/14/2022,PRIME,CONSTRUCTION MARKETING SERVICES LLC,0000054879,$915.00,$915.00,,,,,,,,,,,,,,,,,,,,$915.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000048,Unknown,,4/14/2022,4/14/2022,PRIME,THE FILIPINO PRESS INC,0000090314,$450.00,$450.00,,,,,,,,,,,,,,,,,,$450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000050,Unknown,,4/19/2022,4/19/2022,PRIME,SULLIVAN COMMUNICATIONS INC,0000005063,$450.00,$450.00,,,,,,,,,,,,,,,,,,,,$450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000052,Unknown,,4/19/2022,4/19/2022,PRIME,LATINO TIMES,0000092669,$800.00,$800.00,,,,,,,,,,,,,,,,,,,,,,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000053,Unknown,,4/21/2022,4/21/2022,PRIME,CBJ LP,0000054764,"$1,800.00","$1,800.00",,,,,,,,,,,,,,,,,,,,"$1,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000054,Unknown,,4/29/2022,4/29/2022,PRIME,NATIONAL ASSOCIATION OF WOMEN IN CONSTRUCTION,0000090001,$750.00,$750.00,,,,,,,,,,,,,,,,,,,,$750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000055,Unknown,,4/29/2022,4/29/2022,PRIME,BAR MEDIA INC,0000054764,"$1,131.00","$1,131.00",,,,,,,,,,,,,,,,,,,,"$1,131.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000056,Unknown,,5/2/2022,5/2/2022,PRIME,SUN NEWSPAPER INC,0000004452,$323.75,$323.75,,,,,,,,,,,,,,,,,,,,$323.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000057,Unknown,,5/2/2022,5/2/2022,PRIME,BAR MEDIA INC,0000071166,$966.00,$966.00,,,,,,,,,,,,,,,,,,,,$966.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000058,Unknown,,5/2/2022,5/2/2022,PRIME,LOS ANGELES SENTINEL INC,0000089567,"$2,420.00","$2,420.00",,,,,,,,,,,,,,,,,,,,"$2,420.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000059,Unknown,,5/2/2022,5/2/2022,PRIME,NGUOI VIET NEWS INC,0000054764,"$1,008.00","$1,008.00",,,,,,,,,,,,,,,,,,"$1,008.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000060,Unknown,,5/2/2022,5/2/2022,PRIME,EL OBSERVADOR PUBLICATIONS INC,0000005063,$672.00,$672.00,,,,,,,,,,,,,,,,,,,,,,$672.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000061,Unknown,,5/2/2022,5/2/2022,PRIME,BAR MEDIA INC,BID0034271,$990.00,$990.00,,,,,,,,,,,,,,,,,,,,$990.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000062,Unknown,,5/9/2022,5/9/2022,PRIME,CBJ LP,0000058639,"$1,600.00","$1,600.00",,,,,,,,,,,,,,,,,,,,"$1,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000063,Unknown,,5/13/2022,5/13/2022,PRIME,C&S PUBLISHING,0000195210,$544.00,$544.00,,,,,,,,,,,,,,,,,,,,$544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000064,Unknown,,5/10/2022,5/10/2022,PRIME,LA WEB INC,0000183519,$735.00,$735.00,,,,,,,,,,,,,,,,,,,,$735.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000065,Unknown,,5/13/2022,5/13/2022,PRIME,OBSERVER GROUP NEWSPAPERS OF SOUTHERN CALIFORNIA,0000066676,"$1,890.00","$1,890.00",,,,,,,,,,,,,,,,,,,,"$1,890.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000066,Unknown,,5/10/2022,5/10/2022,PRIME,THE FILIPINO PRESS INC,0000163001,$900.00,$900.00,,,,,,,,,,,,,,,,,,$900.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000067,Unknown,,5/10/2022,5/10/2022,PRIME,SING TAO NEWSPAPERS(S.F.) LTD,0000183542,$818.61,$818.61,,,,,,,,,,,,,,,,,,$818.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000068,Unknown,,5/13/2022,5/13/2022,PRIME,EL POPULAR INC,0000064162,$472.00,$472.00,,,,,,,,,,,,,,,,,,,,,,$472.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000069,Unknown,,5/13/2022,5/13/2022,PRIME,RJ MEDIA,0000082161,$698.00,$698.00,,,,,,,,,,,,,,,,,,,,$698.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000070,Unknown,,5/13/2022,5/13/2022,PRIME,TIMES STANDARD,0000010448,$681.19,$681.19,,,,,,,,,,,,,,,,,,,,$681.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000071,Unknown,,5/19/2022,5/19/2022,PRIME,LOS ANGELES NEWS PUBLISHING CO,BID0027555,"$1,000.00","$1,000.00",,,,,,,,,,,,,,,,,,,,"$1,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000072,Unknown,,5/19/2022,5/19/2022,PRIME,JOONG ANG DAILY NEWS CALIF INC,0000004496,"$1,228.00","$1,228.00",,,,,,,,,,,,,,,,,,"$1,228.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000073,Unknown,,5/19/2022,5/19/2022,PRIME,THE SACRAMENTO OBSERVER,0000004806,"$1,271.00","$1,271.00",,,,,,,,,,,,,,,,,,,,"$1,271.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000074,Unknown,,5/19/2022,5/19/2022,PRIME,AMERICAN CITY BUSINESS JOURNALS INC,0000144703,"$2,355.00","$2,355.00",,,,,,,,,,,,,,,,,,,,"$2,355.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000078,Unknown,,5/20/2022,5/20/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000054764,$440.00,$440.00,,,,,,,,,,,,,,,,,,,,$440.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000079,Unknown,,5/23/2022,5/23/2022,PRIME,CONSTRUCTION MARKETING SERVICES LLC,0000005063,$915.00,$915.00,,,,,,,,,,,,,,,,,,,,$915.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000080,Unknown,,5/31/2022,5/31/2022,PRIME,BAR MEDIA INC,0000054764,"$1,715.00","$1,715.00",,,,,,,,,,,,,,,,,,,,"$1,715.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000081,Unknown,,6/3/2022,6/3/2022,PRIME,CBJ LP,0000090002,"$1,600.00","$1,600.00",,,,,,,,,,,,,,,,,,,,"$1,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000082,Unknown,,6/3/2022,6/3/2022,PRIME,BAR MEDIA INC,0000064162,"$1,820.00","$1,820.00",,,,,,,,,,,,,,,,,,,,"$1,820.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000083,Unknown,,6/3/2022,6/3/2022,PRIME,PACIFIC COAST BUSINESS TIMES,0000054764,$817.00,$817.00,,,,,,,,,,,,,,,,,,,,$817.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000084,Unknown,,6/3/2022,6/3/2022,PRIME,TIMES STANDARD,0000005063,$713.19,$713.19,,,,,,,,,,,,,,,,,,,,$713.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000085,Unknown,,6/3/2022,6/3/2022,PRIME,BAR MEDIA INC,0000004806,"$1,578.00","$1,578.00",,,,,,,,,,,,,,,,,,,,"$1,578.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000086,Unknown,,6/3/2022,6/3/2022,PRIME,CBJ LP,0000090314,"$1,800.00","$1,800.00",,,,,,,,,,,,,,,,,,,,"$1,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000087,Unknown,,6/6/2022,6/6/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000010448,$440.00,$440.00,,,,,,,,,,,,,,,,,,,,$440.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000088,Unknown,,6/6/2022,6/6/2022,PRIME,LATINO TIMES,0000089567,$800.00,$800.00,,,,,,,,,,,,,,,,,,,,,,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000089,Unknown,,6/6/2022,6/6/2022,PRIME,EL OBSERVADOR PUBLICATIONS INC,0000183519,$672.00,$672.00,,,,,,,,,,,,,,,,,,,,,,$672.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000090,Unknown,,6/6/2022,6/6/2022,PRIME,THE FILIPINO PRESS INC,0000196985,$450.00,$450.00,,,,,,,,,,,,,,,,,,$450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000091,Unknown,,6/6/2022,6/6/2022,PRIME,DON ROBERTO GROUP INC,0000071166,$994.14,$994.14,,,,,,,,,,,,,,,,,,,,$994.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000092,Unknown,,6/6/2022,6/6/2022,PRIME,NGUOI VIET NEWS INC,0000195210,"$1,008.00","$1,008.00",,,,,,,,,,,,,,,,,,"$1,008.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000093,Unknown,,6/6/2022,6/6/2022,PRIME,OBSERVER GROUP NEWSPAPERS OF SOUTHERN CALIFORNIA,0000066676,"$1,890.00","$1,890.00",,,,,,,,,,,,,,,,,,,,"$1,890.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000094,Unknown,,6/6/2022,6/6/2022,PRIME,SING TAO NEWSPAPERS(S.F.) LTD,0000058639,$818.61,$818.61,,,,,,,,,,,,,,,,,,$818.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000095,Unknown,,6/7/2022,6/7/2022,PRIME,LOS ANGELES SENTINEL INC,0000004452,"$2,420.00","$2,420.00",,,,,,,,,,,,,,,,,,,,"$2,420.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000096,Unknown,,6/8/2022,6/5/2022,PRIME,SULLIVAN COMMUNICATIONS INC,0000054879,"$1,500.00","$1,500.00",,,,,,,,,,,,,,,,,,,,"$1,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000097,Unknown,,6/10/2022,6/10/2022,PRIME,LOS ANGELES NEWS PUBLISHING CO,0000082161,"$1,000.00","$1,000.00",,,,,,,,,,,,,,,,,,,,"$1,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000099,Unknown,,6/10/2022,6/10/2022,PRIME,NGUOI VIET NEWS INC,0000071166,"$1,008.00",$0.00,,,,,,,,,,,,,,,,,,"$1,008.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000101,Unknown,,6/13/2022,6/13/2022,PRIME,C&S PUBLISHING,BID0034271,$544.00,$544.00,,,,,,,,,,,,,,,,,,,,$544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000102,Unknown,,6/13/2022,6/13/2022,PRIME,SAN DIEGO BUSINESS JOURNAL (SUSB OF C B J ASSOCIATES),0000003650,"$1,800.00","$1,800.00",,,,,,,,,,,,,,,,,,,,"$1,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000104,Unknown,,6/14/2022,6/14/2022,PRIME,PACIFIC COAST BUSINESS TIMES,0000090002,$817.00,$817.00,,,,,,,,,,,,,,,,,,,,$817.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000105,Unknown,,6/14/2022,6/14/2022,PRIME,LA OPINION LP,0000073717,"$1,400.00","$1,400.00",,,,,,,,,,,,,,,,,,,,"$1,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000106,Unknown,,6/14/2022,6/14/2022,PRIME,RJ MEDIA,0000183542,$698.00,$698.00,,,,,,,,,,,,,,,,,,,,$698.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882200000108,Unknown,,6/23/2022,6/23/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000004806,$440.00,$440.00,,,,,,,,,,,,,,,,,,,,$440.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-8823*2300028,Unknown,,8/15/2022,8/15/2022,PRIME,SULLIVAN COMMUNICATIONS INC,0000054879,$450.00,$450.00,,,,,,,,,,,,,,,,,,,,$450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-8823*2300033,Unknown,,9/2/2022,9/2/2022,PRIME,SUN NEWSPAPER INC,0000090001,$323.75,$0.00,,,,,,,,,,,,,,,,,,,,$323.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-8823*2300138,Unknown,,2/8/2023,2/8/2023,PRIME,INLAND VALLEY NEWS INC,0000204019,"$2,914.00",$0.00,,,,,,,,,,,,,,,,,,,,"$2,914.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000001,Unknown,,9/30/2022,9/30/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000054764,"$1,945.00",$0.00,,,,,,,,,,,,,,,,,,,,"$1,945.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000002,Unknown,,9/30/2022,9/30/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,BID0034271,$595.00,$0.00,,,,,,,,,,,,,,,,,,,,,,$595.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000003,Unknown,,11/10/2022,11/10/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,BID0027555,"$1,270.00","$2,540.00",,,,,,,,,,,,,,,,,,,,,,"$1,270.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000003,Unknown,,11/10/2022,11/10/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,BID0027555,"$1,270.00","$2,540.00",,,,,,,,,,,,,,,,,,,,"$1,270.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000004,Unknown,,3/29/2023,3/29/2023,PRIME,DAILY JOURNAL CORPORATION,0000071166,"$1,387.51",$0.00,,,,,,,,,,,,,,,,,,,,,,"$1,387.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000004,Unknown,,3/29/2023,3/29/2023,PRIME,DAILY JOURNAL CORPORATION,0000071166,"$1,387.51",$0.00,,,,,,,,,,,,,,,,,,,,"$1,387.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000005,Unknown,,7/7/2022,7/7/2022,PRIME,BAR MEDIA INC,0000183519,$990.00,$990.00,,,,,,,,,,,,,,,,,,,,$990.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000006,Unknown,,7/7/2022,7/7/2022,PRIME,C&S PUBLISHING,0000004452,$544.00,$544.00,,,,,,,,,,,,,,,,,,,,$544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-882300000007,Unknown,,7/7/2022,7/7/2022,PRIME,THE SACRAMENTO OBSERVER,0000054764,"$1,271.00","$1,271.00",,,,,,,,,,,,,,,,,,,,"$1,271.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
